range, n1 , average1, std1, n2 , average2, std2, skewed_1, skewed_2, non_skewed
65534, 46, 20595.6, 23630.1, 140627, 19296.7, 21654.6, 19010, 993949, 359176
65535, 46, 20595.6, 23630.1, 301784, 19320.4, 21685.3, 33550, 2123728, 700812
65530, 46, 20595.6, 23630.1, 4636, 19684.2, 21852.8, 5460, 35669, 14620
65535, 46, 20595.6, 23630.1, 68021, 19353.5, 21739.4, 15280, 480885, 179148
65348, 46, 20595.6, 23630.1, 615, 18933.9, 21311.9, 8170, 6350, 3380
65525, 46, 20595.6, 23630.1, 956, 19874.4, 21923.2, 11129, 9510, 4490
65535, 46, 20595.6, 23630.1, 169096, 19337.2, 21706.3, 8280, 1204977, 438616
65414, 46, 20595.6, 23630.1, 1483, 19831.1, 22286.4, 10260, 11190, 5320
65535, 46, 20595.6, 23630.1, 166551, 19344, 21708.4, 20310, 1172828, 448115
65535, 46, 20595.6, 23630.1, 301784, 19320.4, 21685.3, 20270, 2109838, 796261
65426, 46, 20595.6, 23630.1, 5784, 19679.7, 21829, 13060, 42009, 17210
65535, 46, 20595.6, 23630.1, 330197, 19330.3, 21686.1, 8010, 2326016, 797121
65451, 46, 20595.6, 23630.1, 1394, 20239.7, 21971.4, 10920, 11940, 5619
65532, 46, 20595.6, 23630.1, 21235, 19309.7, 21655.7, 14090, 151498, 57150
65535, 46, 20595.6, 23630.1, 312521, 19323.6, 21680.9, 21430, 2204857, 833451
65492, 46, 20595.6, 23630.1, 4496, 19176.5, 21689.6, 4660, 33959, 13680
60663, 46, 20595.6, 23630.1, 46, 20595.6, 23630.1, 4910, 3230, 2500
65491, 46, 20595.6, 23630.1, 1963, 19543.6, 21870.7, 11290, 16500, 7030
65433, 46, 20595.6, 23630.1, 204, 17660.7, 20570.7, 3899, 3500, 2170
65533, 46, 20595.6, 23630.1, 1211, 19819.1, 21907.4, 9560, 11430, 5400
65160, 46, 20595.6, 23630.1, 194, 19118.4, 21184.6, 8170, 8840, 2320
